domain	crawl_time	audience_id	audience_name	cond_match	cond_name	cond_type	cond_value
thetileapp.com	1518588000000	8396081895	US Only Non Retile			code	window.location.href.indexOf('order-confirmation') === -1 && document.cookie.indexOf('tile-retile') === -1 && window.location.href.indexOf('retilenow') === -1 && typeof (document.cookie='tile-optimizely-direct-only-flow=1;path=/') === 'string'
thetileapp.com	1518588000000	8396081895	US Only Non Retile			code	document.cookie.indexOf('tile-optimizely-direct-only-flow') !== -1 && window.location.href.indexOf('order-confirmation') !== -1
thetileapp.com	1518588000000	8560947185	US only Direct Customers (Subscription)	exists	tile-retile	cookies	
thetileapp.com	1518588000000	8560947185	US only Direct Customers (Subscription)			code	document.getElementsByTagName('html')[0].getAttribute('lang') === 'en-US'
bitbucket.org	1517522400000	10058242968				location	US|DC
bitbucket.org	1517522400000	10157081132				location	|||EU
bitbucket.org	1517522400000	10157081132				browser_version	ie8
bitbucket.org	1517522400000	10157081132				browser_version	ie9
bitbucket.org	1517522400000	10157081132				location	NL
bitbucket.org	1517522400000	10157081132				location	FR
bitbucket.org	1517522400000	10157081132				location	DE
bitbucket.org	1517522400000	10157081132				location	GB
bitbucket.org	1517522400000	10157081132				location	IE
bitbucket.org	1517522400000	10160691188				location	FR
bitbucket.org	1517522400000	10161091174				location	BE||BRUSSELS
bitbucket.org	1517522400000	10162070709				location	DE
bitbucket.org	1517522400000	10165540749				location	AU|VIC|MELBOURNE
bitbucket.org	1517522400000	10165900329				location	GB
bitbucket.org	1517522400000	10165900329				location	IE
bitbucket.org	1517522400000	10166150861				location	NL
bitbucket.org	1517522400000	10182221705			watch_list.account_type	vendor.demandbase	Gold
bitbucket.org	1517522400000	10182221705			watch_list.account_type	vendor.demandbase	Silver
bitbucket.org	1517522400000	10182221705			company_name	vendor.demandbase	Atlassian Inc
bitbucket.org	1517522400000	10201234472				location	AU|NSW|SYDNEY
bitbucket.org	1517522400000	8236091357			watch_list.account_type	vendor.demandbase	Gold
bitbucket.org	1517522400000	8236091357			watch_list.account_type	vendor.demandbase	Silver
bitbucket.org	1517522400000	8236091357			forbes_2000	vendor.demandbase	true
bitbucket.org	1517522400000	8236091357			fortune_1000	vendor.demandbase	true
bitbucket.org	1517522400000	8236091357			company_name	vendor.demandbase	Atlassian Inc
bitbucket.org	1517522400000	8328671293				device	desktop
bitbucket.org	1517522400000	8414760135				location	BR
bitbucket.org	1517522400000	8414760135				time_and_day	08:00_18:00_monday,tuesday,wednesday,thursday,friday
bitbucket.org	1517522400000	8782566708		substring	utm_content	query	goldstandard
bitbucket.org	1517522400000	8783883341		substring	utm_content	query	agility
bitbucket.org	1517522400000	8783883341		substring	utm_content	query	goldstandard
bitbucket.org	1517522400000	8783883341		substring	utm_content	query	momentum
bitbucket.org	1517522400000	8783883341		substring	utm_content	query	scalability
bitbucket.org	1517522400000	8793177181		substring	utm_content	query	scalability
bitbucket.org	1517522400000	8805275590		substring	utm_content	query	agility
bitbucket.org	1517522400000	8817715849		substring	utm_content	query	momentum
bitbucket.org	1517522400000	9057862792		exact	utm_campaign	query	server_fy18_q1_server_bitbucket_bb-server-q1-fy18-upsell-git-wp_consideration_whitepaper_na_na_1
bitbucket.org	1517522400000	9582981051			watch_list.jira	vendor.demandbase	TRUE
bitbucket.org	1517522400000	9583261163			watch_list.edu	vendor.demandbase	TRUE
bitbucket.org	1517522400000	9586361835			watch_list.jira_server	vendor.demandbase	TRUE
bitbucket.org	1517522400000	9588870698			watch_list.jira_cloud	vendor.demandbase	TRUE
bitbucket.org	1517522400000	9620070769			watch_list.jira_dc	vendor.demandbase	TRUE
bitbucket.org	1517522400000	9627700832			watch_list.num_products	vendor.demandbase	3
bitbucket.org	1517522400000	9627700832			watch_list.num_products	vendor.demandbase	4
bitbucket.org	1517522400000	9627700832			watch_list.num_products	vendor.demandbase	5
bitbucket.org	1517522400000	9627700832			watch_list.num_products	vendor.demandbase	6
bitbucket.org	1517522400000	9627700832			watch_list.num_products	vendor.demandbase	7
bitbucket.org	1517522400000	9627700832			watch_list.num_products	vendor.demandbase	8
bitbucket.org	1517522400000	9627700832			watch_list.num_products	vendor.demandbase	9
bitbucket.org	1517522400000	9627700832			watch_list.num_products	vendor.demandbase	10
bitbucket.org	1517522400000	9628240133			watch_list.jira_cloud	vendor.demandbase	FALSE
bitbucket.org	1517522400000	9665301122				location	GB
bitbucket.org	1517522400000	9666121703		exact	utm_campaign	query	server_fy18_q2_server_jira-service-desk_server-landing-page_consideration_campaign-landing-page_na_na_1
bitbucket.org	1517522400000	9730302340		exact	utm_campaign	query	server_fy18_q2_server_jira-service-desk_server-landing-page_consideration_campaign-landing-page_na_na_1
bitbucket.org	1517522400000	9734391205			watch_list.bitbucket_server	vendor.demandbase	TRUE
bitbucket.org	1517522400000	9855961617		exists	cro_per60_exp1	cookies	
bitbucket.org	1517522400000	9855961617		exists	cro_per60_exp2	cookies	
bitbucket.org	1517522400000	9857100942			watch_list.jira_dc	vendor.demandbase	FALSE
bitbucket.org	1517522400000	9861739485			event	behavior	{"version":"0.1","source":"events","action":{"type":"pageview","value":"1096093_agile"},"time":{"type":"last_days","days":30},"count":{"comparator":"gte","value":1}}
bitbucket.org	1517522400000	9861739485			event	behavior	{"version":"0.1","source":"events","action":{"type":"pageview","value":"1096093_portfolio_for_jira_landing_page"},"time":{"type":"last_days","days":30},"count":{"comparator":"gte","value":1}}
bitbucket.org	1517522400000	9864790105			watch_list.jira_server	vendor.demandbase	FALSE
bitbucket.org	1517522400000	9866168960			watch_list.num_products	vendor.demandbase	0
bitbucket.org	1517522400000	9866259829			watch_list.bitbucket_dc	vendor.demandbase	FALSE
bitbucket.org	1517522400000	9868175804			industry	vendor.demandbase	Financial Services
bitbucket.org	1517522400000	9868175804			industry	vendor.demandbase	financial services
bitbucket.org	1517522400000	9869180398		exists	cro_per60_exp1	cookies	
bitbucket.org	1517522400000	9869875189				location	GB
amaysim.com.au	1518476400000	7687390975	Customer Cookie	exists	ga-uid	cookies	
kindercare.com	1518573600000	9860863618	Desktop/Laptop Only			device	desktop
kindercare.com	1518573600000	9860863618	Desktop/Laptop Only			device	mobile
kindercare.com	1518573600000	9860863618	Desktop/Laptop Only			device	tablet
kindercare.com	1518573600000	9860863618	Desktop/Laptop Only			device	iphone
kindercare.com	1518573600000	9860863618	Desktop/Laptop Only			device	ipad
bookingbuddy.com	1521302400000	10314209635				device	mobile
bookingbuddy.com	1521302400000	10314209635				device	iphone
bookingbuddy.com	1521302400000	10314209635		exact	mode	query	air
bookingbuddy.com	1521302400000	8440890094		exact	QA	query	feTest
lemagit.fr	1518609600000	1861791538	Default			device	desktop
lemagit.fr	1518609600000	1861791538	Default			browser_version	ie8
lemagit.fr	1518609600000	1861791538	Default			browser_version	ie9
lemagit.fr	1518609600000	8159240687	Default - US			device	desktop
lemagit.fr	1518609600000	8159240687	Default - US			browser_version	ie8
lemagit.fr	1518609600000	8159240687	Default - US			browser_version	ie9
lemagit.fr	1518609600000	8159240687	Default - US			location	US
lemagit.fr	1518609600000	8784605861	Everyone - Not IE8/IE9			browser_version	ie8
lemagit.fr	1518609600000	8784605861	Everyone - Not IE8/IE9			browser_version	ie9
rent.com	1518516000000	8420311078	Mobile Only			code	window.innerWidth < 600
skillshare.com	1518386400000	8587500631	Non-Churned Free Users/No Accounts Only		8575871297	custom_attribute	expired
skillshare.com	1518386400000	8587500631	Non-Churned Free Users/No Accounts Only		8575871297	custom_attribute	member
skillshare.com	1518386400000	8587500631	Non-Churned Free Users/No Accounts Only		8575871297	custom_attribute	guest
skillshare.com	1518386400000	8587500631	Non-Churned Free Users/No Accounts Only		8575871297	custom_attribute	free
freshdirect.com	1518490800000	8481116280	Mobile Only			device	desktop
busuu.com	1520463600000	8368090733	Device=Desktop and Language=RU			device	desktop
busuu.com	1520463600000	8368090733	Device=Desktop and Language=RU			language	ru
busuu.com	1520463600000	8781063260	New Visitors			first_session	
audibene.de	1518476400000	10199372982	Exclude affilinet	exact	utm_source	query	affilinet
audibene.de	1518476400000	10249700012	Exclude tb215	exact	aud_c	query	tb215
audibene.de	1518476400000	4441123981	Desktop only			device	desktop
audibene.de	1518476400000	5624790010	Tablet only			device	ipad
audibene.de	1518476400000	5624790010	Tablet only			device	tablet
lelynx.fr	1518580800000	2875380887	EXCLUSION MOBILE			device	mobile
lelynx.fr	1518580800000	2875380887	EXCLUSION MOBILE			device	iphone
lelynx.fr	1518580800000	5614773708	Mobile only			device	mobile
lelynx.fr	1518580800000	5614773708	Mobile only			device	iphone
lelynx.fr	1518580800000	8756221114	From any paid campaign			source_type	campaign
cruisecritic.com	1518670800000	8459566781	[FE] US Only and Desktop & Tablet			location	US
cruisecritic.com	1518670800000	8459566781	[FE] US Only and Desktop & Tablet			device	desktop
cruisecritic.com	1518670800000	8459566781	[FE] US Only and Desktop & Tablet			device	tablet
cruisecritic.com	1518670800000	8459566781	[FE] US Only and Desktop & Tablet			device	ipad
cruisecritic.com	1518670800000	8465135305	[FE] US Only			location	US
homechef.com	1518422400000	10023914599				device	ipad
homechef.com	1518422400000	10023914599				device	tablet
homechef.com	1518422400000	10189865538				browser_version	ff
homechef.com	1518422400000	10240762281			menu_personalization_cohort_1	list	
homechef.com	1518422400000	8463250514				device	iphone
homechef.com	1518422400000	8463250514				device	mobile
homechef.com	1518422400000	8517670991				device	desktop
wheniwork.com	1518688800000	10159074736	[ME-108] Audience for Intercom Bucketing (1)			code	\nCurrent.Account.attributes.converted_at ? (((new Date() - new Date(Current.Account.attributes.converted_at)) / (1000 * 60 * 60 * 24)) > 14) : false
wheniwork.com	1518688800000	10159074736	[ME-108] Audience for Intercom Bucketing (1)			code	Current.User.isAdmin() && Current.Account.canActivateAttendance()
wheniwork.com	1518688800000	4512910122	exclude mobile			device	desktop
wheniwork.com	1518688800000	8217994753	Account Holder, Manager, or Supervisor			code	(Current.User.get('role') ===  1 || Current.User.get('role') ===  2 || Current.User.get('role') === 5)
wheniwork.com	1518688800000	8240265065	Go Experiment - No Conflict	exists	go_experiment_audience_percentage	cookies	
wheniwork.com	1518688800000	8240265065	Go Experiment - No Conflict			code	!Current.Account.get('is_demo')
wheniwork.com	1518688800000	8268362469	Trial or Freemium			code	Current.Plan.isTrial() || (Current.Plan.isSchedulerFreemium())
wheniwork.com	1518688800000	8319100074	Not GO Demo Account			code	!(Current && Current.Account && Current.Account.isDemo() && (Current.Account.get('referral_code') === 'demo-account'))
wheniwork.com	1518688800000	8336343670	Account Holder (1)			code	Current.User.get('role') ===  1
wheniwork.com	1518688800000	8393347034	Freemium			code	Current && Current.Plan && Current.Plan.isSchedulerFreemium()
wheniwork.com	1518688800000	8442792391	Scheduled Vs Actual Report | No Attendance			code	!Current.Account.hasAttendance()
wheniwork.com	1518688800000	8445442248	Scheduled Vs Actual Report | Can Manage			code	Current.User.canManage()
wheniwork.com	1518688800000	8563408307	Not HWY55 burgers plan			code	Current.Plan.id != 227
wheniwork.com	1518688800000	8563904178	Not Unpaid Volunteers Plan			code	Current.Plan.id != 106 && Current.Plan.id != 176
wheniwork.com	1518688800000	8565265267	Not Trial			code	!Current.Account.isTrial()
wheniwork.com	1518688800000	8573070332	Can Manage or Can Supervise			code	Current.User.canManage() || Current.User.canSupervise()
wheniwork.com	1518688800000	8573134715	Not WIW internal sales demo accounts			code	Current.Plan.id != 379
wheniwork.com	1518688800000	8574114626	Accounts created after August 17, 2017			code	new Date(Current.Account.get('created_at')) >= new Date('8/17/17')
wheniwork.com	1518688800000	8900130804	[GROW-651] Mobile Onboarding Usability Enhancements			code	new Date(Current.Account.get('created_at')) >= new Date('10/2/17')
wheniwork.com	1518688800000	8932151909	[GROW-696] Checkout Optimization v1			code	Current && Current.Account && (new Date(Current.Account.get('created_at')) >= new Date('10/05/2017')) && (new Date(Current.Account.get('created_at')) < new Date('11/17/2017'))
wheniwork.com	1518688800000	8932151909	[GROW-696] Checkout Optimization v1	exists	GROW-696-CHECKOUT_OPTIMIZATION_QA	cookies	
wheniwork.com	1518688800000	9418663322	[GROW-696] Checkout Optimization v1 (successify)			code	Current && Current.Account && (new Date(Current.Account.get('created_at')) >= new Date('11/17/2017'))
wheniwork.com	1518688800000	9418663322	[GROW-696] Checkout Optimization v1 (successify)	exists	GROW-696-CHECKOUT_OPTIMIZATION_QA	cookies	
wheniwork.com	1518688800000	9661511919	[GROW-800] Create Password Enhancements			code	Current && Current.Account && (new Date(Current.Account.get('created_at')) >= new Date('12/04/2017')) && (new Date(Current.Account.get('created_at')) < new Date('01/03/2018'))
wheniwork.com	1518688800000	9661511919	[GROW-800] Create Password Enhancements	exists	grow-800-QA	cookies	
wheniwork.com	1518688800000	9872582221	[GROW-953] Workchat Unread Count Badge			code	Current && Current.Account && (new Date(Current.Account.get('created_at')) >= new Date('12/21/2017'))
wheniwork.com	1518688800000	9872582221	[GROW-953] Workchat Unread Count Badge	exists	grow-953-QA	cookies	
wheniwork.com	1518688800000	9875329533	[GROW-800] Create Password Enhancements (Successify)			code	Current && Current.Account && (new Date(Current.Account.get('created_at')) >= new Date('01/03/2018'))
wheniwork.com	1518688800000	9875329533	[GROW-800] Create Password Enhancements (Successify)	exists	grow-800-QA	cookies	
hm.com	1517403600000	2114390236		exists	optly_hm_test	cookies	us
hm.com	1517403600000	2114390236		exists	optimizely_test	cookies	
hm.com	1517403600000	2124570482				code	document.location.pathname.split('/')[1].toUpperCase() === 'DE'
hm.com	1517403600000	10163661862				device	mobile
hm.com	1517403600000	10163661862				device	tablet
hm.com	1517403600000	10165560284				code	["47463","64447","47463","47147","69181","48903","47718","70745","77320","70279","72167","21854","47718","64888","64103","47110","72411","72405","65666","51117","65763","16032","46177","70028","36288","47463","39936","65261","47718","70115","84679","39670","31155","70635","61624","31630","74687","30028","46177","47147","48903","48903","76506","35453","62771","49460","59279","73676","72675","70635","40730","40730","39672","60605","12919","12915","12917","82695","82681","68965","83763","80860","83760"].some(function(item){ return window.location.href.indexOf(item) > -1 })
hm.com	1517403600000	10171380208				code	['de', 'us', 'at'].indexOf(abTest.country) > -1
hm.com	1517403600000	8394201805				code	window.location.href.indexOf('tablet.hm.com') === -1
hm.com	1517403600000	8400211001				code	window.location.href.indexOf('m.hm.com') === -1
hm.com	1517403600000	9013071505		cidr		ip	193.234.233.0/24
hm.com	1517403600000	9013071505		exists	optly_hm_test	cookies	
hm.com	1517403600000	9013071505		exact	optimizely_test	cookies	true
hm.com	1517403600000	9106703061				code	document.location.origin.indexOf('m.hm.com') != -1
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	DZ
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	BH
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	EG
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	IR
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	IQ
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	JO
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	KW
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	LB
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	YE
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	AE
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	LY
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	MA
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	OM
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	PS
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	IL
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	QA
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	SA
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	SY
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	TN
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	AE||DUBAI
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	AE||ABUDHABI
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	AE||SHARJAH
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	AE||AJMAN
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	AE||FUJAIRAH
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	AE||RASALKHAIMAH
efficientlearning.com	1518573600000	4886170323	MENA Countries 			location	AE||UMMALQAIWAIN
efficientlearning.com	1518573600000	9627871680	US Only			location	US
charitywater.org	1518447600000	7932246722	Adwords	exact	utm_source	query	adwords
charitywater.org	1518447600000	8682370483	CW Referral URL	exact	utm_source	query	e42b5f40fffc53c160b6d1a389b16b80
charitywater.org	1518447600000	8901393045	Nautica	exact	utm_medium	query	bp
charitywater.org	1518447600000	8901393045	Nautica	exact	utm_source	query	web
charitywater.org	1518447600000	8901393045	Nautica	exact	utm_campaign	query	nautica_town_hall_2017
charitywater.org	1518447600000	9104623704	LaunchCon	exact	utm_medium	query	referral
charitywater.org	1518447600000	9104623704	LaunchCon	exact	utm_source	query	scott
charitywater.org	1518447600000	9104623704	LaunchCon	exact	utm_campaign	query	event_launchcon
charitywater.org	1518447600000	9261747400	Cathay Pacific	exact	utm_medium	query	referral
charitywater.org	1518447600000	9261747400	Cathay Pacific	exact	utm_source	query	cathay_pacific
charitywater.org	1518447600000	9261747400	Cathay Pacific	exact	utm_campaign	query	bp
lottoland.com	1518530400000	2912520215	Gibraltar testing			location	GI
onetime.com	1521050400000	8598841187		exact	mcid	query	43550
opencolleges.edu.au	1517616000000	8417299301	Not a returning lead	exists	postlead90	cookies	
opencolleges.edu.au	1517616000000	8418980881	[Global] Persona - Does not exist			code	(function checkPersona(){\n\tvar docCookies = {\n\t\tgetItem: function (sKey) {\n\t\t\tif (!sKey) { return null; }\n\t\t\treturn decodeURIComponent(document.cookie.replace(new RegExp("(?:(?:^|.*;)\\\\s*" + encodeURIComponent(sKey).replace(/[\\-\\.\\+\\*]/g, "\\\\$&") + "\\\\s*\\\\=\\\\s*([^;]*).*$)|^.*$"), "$1")) || null;\n\t\t}\n\t};\n\n\tif (docCookies.getItem('postlead90') !== null) {\n\t\tvar customerInfo = JSON.parse(docCookies.getItem('postlead90'));\n\t\tvar personaDoesNotExist = true;\n\n\t\t(function getPersona(){\n\t\t\tfor (var key in customerInfo.fields) {\n\t\t\t\tif (key.indexOf('UserPersona') > -1) {\n\t\t\t\t\tpersonaDoesNotExist = false;\n\t\t\t\t}\n\t\t\t}\n\t\t})();\n\t\treturn personaDoesNotExist;\n\t}\n})();\n
opencolleges.edu.au	1517616000000	8419511277	Returning lead	exists	postlead90	cookies	
bagsandbowsonline.com	1518476400000	5801850196	Desktop Only			device	desktop
mozu.com	1518562800000	10174871315	__DemoLoginToken	exists	DemoLoginToken	cookies	
mozu.com	1518562800000	4377865326	__No TrialToken	exists	DemoLoginToken	cookies	
mozu.com	1518562800000	4377865326	__No TrialToken	exists	pv1	cookies	
mozu.com	1518562800000	4377865326	__No TrialToken	exists	pv2	cookies	
shopkeep.com	1518782400000	4130200450	User - Desktop/Laptop			device	desktop
shopkeep.com	1518782400000	10088220039	Exclude Non-Brand/FB Test Audiences & Non-Mobile	substring	utm_content	query	coffee
shopkeep.com	1518782400000	10088220039	Exclude Non-Brand/FB Test Audiences & Non-Mobile	substring	utm_content	query	restaurant
shopkeep.com	1518782400000	10088220039	Exclude Non-Brand/FB Test Audiences & Non-Mobile	substring	utm_content	query	retail
shopkeep.com	1518782400000	10088220039	Exclude Non-Brand/FB Test Audiences & Non-Mobile	substring	utm_content	query	bakery
shopkeep.com	1518782400000	10088220039	Exclude Non-Brand/FB Test Audiences & Non-Mobile	substring	utm_content	query	consignment
shopkeep.com	1518782400000	10088220039	Exclude Non-Brand/FB Test Audiences & Non-Mobile	substring	utm_content	query	clothing
shopkeep.com	1518782400000	10088220039	Exclude Non-Brand/FB Test Audiences & Non-Mobile	substring	utm_content	query	boutique
shopkeep.com	1518782400000	10088220039	Exclude Non-Brand/FB Test Audiences & Non-Mobile	substring	utm_content	query	bar
shopkeep.com	1518782400000	10088220039	Exclude Non-Brand/FB Test Audiences & Non-Mobile	substring	utm_campaign	query	lead_conversion
shopkeep.com	1518782400000	10088220039	Exclude Non-Brand/FB Test Audiences & Non-Mobile	substring	utm_campaign	query	lead_rt
shopkeep.com	1518782400000	10088220039	Exclude Non-Brand/FB Test Audiences & Non-Mobile	substring	utm_campaign	query	remarketing_display
shopkeep.com	1518782400000	10088220039	Exclude Non-Brand/FB Test Audiences & Non-Mobile			device	desktop
shopkeep.com	1518782400000	8174271103	Exclude Remarketing & Facebook	substring	utm_campaign	query	Remarketing
shopkeep.com	1518782400000	8174271103	Exclude Remarketing & Facebook	exact	utm_campaign	query	lead_conversion
shopkeep.com	1518782400000	8274584572	Merchant Maverick	exact	utm_source	query	MM
shopkeep.com	1518782400000	8441557504	Facebook Prospect	exact	utm_campaign	query	fb_july_campaign
shopkeep.com	1518782400000	8502520571	Best 10 - Small Business	exact	utm_source	query	Best10MerchantServices
shopkeep.com	1518782400000	8502520571	Best 10 - Small Business	exact	utm_term	query	Small_Business
shopkeep.com	1518782400000	8506990262	Best 10 - Cash Register	exact	utm_source	query	Best10MerchantServices
shopkeep.com	1518782400000	8506990262	Best 10 - Cash Register	exact	utm_term	query	Cash_Register
shopkeep.com	1518782400000	8922081793	Coffee Shop Term	substring	utm_term	query	coffee
shopkeep.com	1518782400000	8927411172	Retail Term	substring	utm_term	query	retail
shopkeep.com	1518782400000	8927632335	Consignment Term	substring	utm_term	query	consignment
shopkeep.com	1518782400000	8930081980	Clothing Term	substring	utm_term	query	clothing
shopkeep.com	1518782400000	8930081980	Clothing Term	substring	utm_term	query	boutique
shopkeep.com	1518782400000	8930922145	Restaurant Term	substring	utm_term	query	restaurant
shopkeep.com	1518782400000	8935230215	Bakery	substring	utm_term	query	bakery
shopkeep.com	1518782400000	8951610786	Bar Term	substring	utm_term	query	bar
apartmentguide.com	1518595200000	5177383766	QA Test	exact	include_so	cookies	true
weightwatchers.com	1517630400000	4402620977			Franchisee_zip_codes_Expanded_12-29-15	list	
simyo.nl	1518724800000	10243202135	Retention email only	exact	utm_source	query	ret
simyo.nl	1518724800000	10243202135	Retention email only	exact	utm_medium	query	e-mail
simyo.nl	1518724800000	10269123018	Return URL	substring	ReturnUrl	query	bundels-verlengen
simyo.nl	1518724800000	4545495848	1 Alleen mobiel	exact		ip	145.7.182.13
simyo.nl	1518724800000	4545495848	1 Alleen mobiel	exact		ip	145.7.182.14
simyo.nl	1518724800000	4545495848	1 Alleen mobiel	exact		ip	145.7.182.15
simyo.nl	1518724800000	4545495848	1 Alleen mobiel	exact		ip	80.101.155.89
simyo.nl	1518724800000	4545495848	1 Alleen mobiel	regex		ip	^62\\.12\\.([0-9]|[1-2][0-9]|3[0-1])\\.([0-9]|[1-9][0-9]|1([0-9][0-9])|2([0-4][0-9]|5[0-5]))$
simyo.nl	1518724800000	4545495848	1 Alleen mobiel			device	mobile
simyo.nl	1518724800000	4545495848	1 Alleen mobiel			device	iphone
simyo.nl	1518724800000	4545495848	1 Alleen mobiel			device	desktop
simyo.nl	1518724800000	4545495848	1 Alleen mobiel			device	tablet
simyo.nl	1518724800000	4545495848	1 Alleen mobiel			device	ipad
